id,name,city,country,latitude,longitude,sports
place_75,Academia do Up Life,Rio de Janeiro,BR,-23.021794,-43.487579,Gym and Studio
place_750,Toque de Classe - Escolinha de Futebol,Rio de Janeiro,BR,-22.931783,-43.333224,Gym and Studio
place_751,Academia AtivaFit,Rio de Janeiro,BR,-22.900627,-43.347339,Gym and Studio
place_752,Ski JPA,Unknown,BR,-22.888055,-43.346158,Ski Resort and Area
place_753,Queiroz Tennis Club,Rio de Janeiro,BR,-22.931783,-43.333224,Tennis Court
place_754,Fit N Nutrition,Rio de Janeiro,BR,-22.922914,-43.341039,Nutritionist
place_755,Academia Motor Dez,Rio de Janeiro,BR,-22.90179,-43.252027,Gym and Studio
place_756,Restorante Brasa Club Carioca,Rio de Janeiro,BR,-22.899572,-43.295755,"Sports Bar, Restaurant"
place_757,Pub do Yaw,Unknown,BR,-22.890857,-43.28965,Sports Bar
place_758,Clube Magnatas,Rio de Janeiro,BR,-22.899111,-43.251524,Sports Club
place_759,Esconderijo Bar,Rio de Janeiro,BR,-22.920122,-43.260997,"Beer Bar, Sports Bar, Restaurant"
place_76,Saúde e Forma Pilates,Rio de Janeiro,BR,-23.021269,-43.488319,Pilates Studio
place_760,Camarote do Engenhão,Rio de Janeiro,BR,-22.892557,-43.28875,Sports Bar
place_761,Chopperia Mangueirinha,Rio de Janeiro,BR,-22.891806,-43.294816,"Sports Bar, Brewery"
place_762,Flu,Unknown,BR,-22.885147,-43.291332,Sports Bar
place_763,Sinuca,Unknown,BR,-22.873992,-43.265976,"Pool Hall, Sports Bar"
place_764,Machado 61,Rio de Janeiro,BR,-22.895167,-43.346643,Sports Bar
place_765,Espetto do Méier,Rio de Janeiro,BR,-22.900957,-43.279418,Sports Bar
place_766,Otero Fitness,Rio de Janeiro,BR,-22.899125,-43.252214,Gym and Studio
place_767,Gigante da Colina - Megaloja,Rio de Janeiro,BR,-22.891787,-43.228579,Sporting Goods Retail
place_768,Espaço Fitness,Rio de Janeiro,BR,-22.898891,-43.277173,Gym and Studio
place_769,Team Nogueira Cachambi,Rio de Janeiro,BR,-22.888917,-43.274613,Martial Arts Dojo
place_77,Gracie Barra Vargem Grande,Rio de Janeiro,BR,-22.980592,-43.491092,Martial Arts Dojo
place_770,Academia Exerfit Meier,Rio de Janeiro,BR,-22.892158,-43.281841,Education
place_771,Academia Corpo Fitness,Rio de Janeiro,BR,-22.878212,-43.255351,Gym and Studio
place_772,Paintball Conquista,Rio de Janeiro,BR,-22.902472,-43.243575,Paintball Field
place_773,Smart Fit,Rio de Janeiro,BR,-22.899968,-43.22683,Gym and Studio
place_774,Academia Power Fit,Rio de Janeiro,BR,-22.888914,-43.274738,Gym and Studio
place_775,L.A. Paintball Bonsucesso,Rio de Janeiro,BR,-22.871886,-43.249805,Paintball Field
place_776,Curso de Natação Academia Arte de Nadar,Rio de Janeiro,BR,-22.911199,-43.219383,Education
place_777,São Cristóvão de Futebol e Regatas,Rio de Janeiro,BR,-22.905248,-43.214097,Gym and Studio
place_778,Decathlon,Rio de Janeiro,BR,-22.877967,-43.273033,Sporting Goods Retail
place_779,Academia Gracie Meier Jiu-Jitsu,Rio de Janeiro,BR,-22.904474,-43.297253,Martial Arts Dojo
place_78,Crespi Gym,Rio de Janeiro,BR,-22.99427,-43.497823,"Education, Gym and Studio"
place_780,Vila Olímpica da Mangueira,Rio de Janeiro,BR,-22.903614,-43.24216,Sports and Recreation
place_781,Casa da Vila da Feira e Terras de Santa Maria,Rio de Janeiro,BR,-22.9193,-43.21299,Sports and Recreation
place_782,Academia Bolhão ABN,Rio de Janeiro,BR,-22.897756,-43.293642,Gym and Studio
place_783,Vila Olímpica Mané Garrincha,Rio de Janeiro,BR,-22.880852,-43.226373,Sports and Recreation
place_784,Smart Fit,Rio de Janeiro,BR,-22.912754,-43.204867,Gym and Studio
place_785,Clube de Regatas Vasco da Gama,Rio de Janeiro,BR,-22.890654,-43.228397,Stadium
place_786,Circuito das Estações,Rio de Janeiro,BR,-22.915421,-43.174382,Sports and Recreation
place_787,Mar do Rio,Rio de Janeiro,BR,-22.920076,-43.170353,"Dive Store, Travel and Transportation"
place_788,Academia SESI Fight Sports,Rio de Janeiro,BR,-22.910949,-43.173397,Gym and Studio
place_789,Espaço Sesi Saúde,Rio de Janeiro,BR,-22.910973,-43.173712,Medical Center
place_79,Rio de Janeiro Olympic Park (Parque Olímpico do Rio de Janeiro),Rio de Janeiro,BR,-22.978064,-43.393869,Gym and Studio
place_790,Pista de Skate,Rio de Janeiro,BR,-22.924722,-43.170652,Skate Park
place_791,Campos de Futebol,Rio de Janeiro,BR,-22.925982,-43.17225,"Park, Soccer Field"
place_792,Disney Magic Run,Rio de Janeiro,BR,-22.91599,-43.174396,Sports and Recreation
place_793,Quadras de Tênis Aterro,Rio de Janeiro,BR,-22.933098,-43.1738,"Education, Gym and Studio, Tennis Court"
place_794,Academia Milan Tide,Unknown,BR,-22.869382,-43.212237,Gymnastics Center
place_795,Instituto de Yoga e Terapia Aurora,Rio de Janeiro,BR,-22.926783,-43.174465,Yoga Studio
place_796,Sugar Loathe Derby Zone,Rio de Janeiro,BR,-22.929175,-43.173706,Skating Rink
place_797,Mizuno 10 Miles Series,Rio de Janeiro,BR,-22.934104,-43.174075,Track
place_798,All In Sports Bar,Rio de Janeiro,BR,-22.913059,-43.214472,"Sports Bar, Restaurant"
place_799,Bar do Costa,Rio de Janeiro,BR,-22.913567,-43.24428,"Sports Bar, Snack Place"
place_8,Centro Assistencial Familia Feliz,Unknown,BR,-22.981372,-43.652427,Recreation Center
place_80,Country Club Novo Leblon,Rio de Janeiro,BR,-23.002187,-43.380526,"Stadium, Sports Club"
place_800,Clássicos do Maraca,Rio de Janeiro,BR,-22.915175,-43.232902,"Sports Bar, Cafe, Coffee, and Tea House, Fast Food Restaurant"
place_801,On Tap Pub,Rio de Janeiro,BR,-22.920023,-43.234022,"Sports Bar, Brewery, Restaurant"
place_802,Estácio F.C.,Rio de Janeiro,BR,-22.914133,-43.208037,Sports Bar
place_803,Urubuzada Sede,Rio de Janeiro,BR,-22.912502,-43.213957,Sports Bar
place_804,Barril,Unknown,BR,-22.897498,-43.179726,"Massage Clinic, Sports Bar"
place_805,Bar e Lanchonete dos Esportes,Rio de Janeiro,BR,-22.913859,-43.231051,"Beer Bar, Sports Bar, Brazilian Restaurant"
place_806,Boteco Abençoado,Rio de Janeiro,BR,-22.917119,-43.223288,"Dive Bar, Sports Bar"
place_807,Baixo Lapa,Rio de Janeiro,BR,-22.913983,-43.178864,Other Great Outdoors
place_808,Goose Maiden's Lake,Unknown,BR,-22.919182,-43.233437,Sports Bar
place_809,Futebol Fernao Cardim,Rio de Janeiro,BR,-22.883374,-43.237222,Sports Bar
place_81,Companhia Athletica,Rio de Janeiro,BR,-22.998522,-43.360364,Gym and Studio
place_810,Mercabar da Villa,Rio de Janeiro,BR,-22.91045,-43.241006,Sports Bar
place_811,Bar Aconchego - Marmore,Unknown,BR,-22.914325,-43.240472,Sports Bar
place_812,Barkana,Unknown,BR,-22.9276,-43.23483,Sports Bar
place_813,Smart Fit,Niterói,BR,-22.901339,-43.123675,Gym and Studio
place_814,SM Fitness,Niterói,BR,-22.894882,-43.11957,Gym and Studio
place_815,Mega Sport Center,Niterói,BR,-22.904479,-43.122119,Gym and Studio
place_816,Praia de Boa Viagem,Niterói,BR,-22.908565,-43.130057,Beach
place_817,Ponto de Encontro,Rio de Janeiro,BR,-22.905859,-43.178357,Dance Studio
place_818,Centro de Promoção da Saúde,Rio de Janeiro,BR,-22.909581,-43.178948,Gym and Studio
place_819,Academia BodyClass Fitness,Niterói,BR,-22.894374,-43.123635,Gym and Studio
place_82,Clube Mandala,Rio de Janeiro,BR,-23.006154,-43.373722,"Night Club, Landmarks and Outdoors, Gym and Studio, Sports Club"
place_820,Dança CCC,Rio de Janeiro,BR,-22.906504,-43.181822,Dance Studio
place_821,Centro Cultural Carioca,Rio de Janeiro,BR,-22.906217,-43.181878,Cultural Center
place_822,Decathlon,Unknown,BR,-22.8969,-43.123946,Sporting Goods Retail
place_823,Smart Fit,Niterói,BR,-22.903473,-43.101708,Gym and Studio
place_824,Niterói Swim SVP,Unknown,BR,-22.90378,-43.112881,Gym and Studio
place_825,Smart Fit,Niterói,BR,-22.903265,-43.114562,Gym and Studio
place_826,Flecha CrossFit,Rio de Janeiro,BR,-22.92681,-43.178606,Sports and Recreation
place_827,Espaço Mosaico,Rio de Janeiro,BR,-22.93179,-43.182112,Dance Studio
place_828,Academia Endurance,Rio de Janeiro,BR,-22.92794,-43.177692,Gym and Studio
place_829,Smart Fit,Rio de Janeiro,BR,-22.911949,-43.177875,Gym and Studio
place_83,Alfabarra Clube,Rio de Janeiro,BR,-23.008594,-43.369766,Gym and Studio
place_830,XFusion,Niterói,BR,-22.901064,-43.113883,Gym and Studio
place_831,Academia da Praia,Rio de Janeiro,BR,-22.93875,-43.169104,Outdoor Gym
place_832,Caminhada Km 0,Niterói,BR,-22.903594,-43.135396,Track
place_833,Academia BACS,Rio de Janeiro,BR,-22.875139,-43.1361,Gym and Studio
place_834,Academia BACS,Unknown,BR,-22.872851,-43.136422,Gymnastics Center
place_835,Smart Fit,Niterói,BR,-22.881372,-43.092213,Gym and Studio
place_836,Fonseca Atlético Clube,Niterói,BR,-22.881997,-43.08445,Sports Club
place_837,Academia HalterNativa,Niterói,BR,-22.875123,-43.107371,Gym and Studio
place_838,Tio Sam Gym Center,Niterói,BR,-22.872053,-43.104601,Gym and Studio
place_839,Espaço Saúde : Fisioterapia e Pilates,Niterói,BR,-22.882022,-43.086081,Gym and Studio
place_84,Bodytech,Rio de Janeiro,BR,-22.989052,-43.359633,"Education, Gym and Studio"
place_840,Academia Máxima,Niterói,BR,-22.879906,-43.096632,Gym and Studio
place_841,Tio Sam Esporte Clube Barreto,Niterói,BR,-22.871959,-43.104536,Sports Club
place_842,Academia Power House,Niterói,BR,-22.881541,-43.087701,Trade School
place_843,Alameda,Unknown,BR,-22.881078,-43.096597,Race Track
place_844,Equip Fitness,Unknown,BR,-22.873702,-43.087013,Gym and Studio
place_845,Maluco Doido FC - Barreto Social Clube,Niterói,BR,-22.870407,-43.104562,Soccer Field
place_846,Academia Gold Barreto,Niterói,BR,-22.865662,-43.100247,Gym and Studio
place_847,Complexo do Caramujo,Unknown,BR,-22.883452,-43.066983,Gun Range
place_848,Academia Equipe 7,Niterói,BR,-22.863989,-43.100019,Gym and Studio
place_849,Academia Galvão,Unknown,BR,-22.863028,-43.101815,Gym and Studio
place_85,Academia Bio Ritmo Metropolitano,Rio de Janeiro,BR,-22.970654,-43.372927,Gym and Studio
place_850,Academia do Ventura,Niterói,BR,-22.862951,-43.094286,Gym and Studio
place_851,Escolinha de Futebol Fanáticos,Niterói,BR,-22.861282,-43.101962,"Sports Bar, Soccer Field"
place_852,ProRitmo Pendotiba,Niterói,BR,-22.906822,-43.056118,Gym and Studio
place_853,Trops-Centro de Esporte e Lazer Ltda ME,Niterói,BR,-22.902141,-43.044967,Soccer Field
place_854,Academia Physicos,Barretos,BR,-22.87602,-43.032431,Education
place_855,Academia Elitte,Niterói,BR,-22.907483,-43.098164,Gym and Studio
place_856,War Game Paintball,Niterói,BR,-22.926453,-43.062793,Paintball Field
place_857,HR Fitness Academia,Unknown,BR,-22.879788,-43.018782,Gymnastics Center
place_858,Espaço Lutas & Danças,Niterói,BR,-22.886115,-43.012219,Sports and Recreation
place_859,Life Studio Pilates,Niterói,BR,-22.938141,-43.061062,Pilates Studio
place_86,Nike Store,Rio de Janeiro,BR,-22.998098,-43.357092,Sporting Goods Retail
place_860,Proquality Academia,Niterói,BR,-22.935653,-43.061882,Gym and Studio
place_861,Gym Moove Fitness Club,Niterói,BR,-22.893026,-43.005042,Gym and Studio
place_862,Guarderya,Niterói,BR,-22.915467,-43.0939,Sports and Recreation
place_863,Academia World Fight Center,Unknown,BR,-22.920465,-43.092701,Martial Arts Dojo
place_864,Moove Fitness Club,São Gonçalo,BR,-22.886949,-42.986895,Gym and Studio
place_865,Symbol Fitness Academia,Niterói,BR,-22.899471,-43.041328,Gym and Studio
place_866,Academia Body Evolution,Unknown,BR,-22.890181,-42.995126,Gym and Studio
place_867,Bike Works Pecas e Acessórios,São Gonçalo,BR,-22.902248,-42.985373,Bicycle Store
place_868,Sportmix Academia,São Gonçalo,BR,-22.902344,-42.985312,Gym and Studio
place_869,Rdo Paintball,São Gonçalo,BR,-22.887566,-42.986219,Paintball Field
place_87,Hot Yoga One,Rio de Janeiro,BR,-22.999423,-43.414584,Yoga Studio
place_870,Q Golaço Society,São Gonçalo,BR,-22.884233,-42.98658,Soccer Field
place_871,Alkimia,Niterói,BR,-22.884104,-43.03074,Yoga Studio
place_872,Niterói Racket,Niterói,BR,-22.887275,-43.033324,Sports and Recreation
place_873,Atlético Futebol Clube,Niterói,BR,-22.887616,-43.033646,Soccer Field
place_874,@ Trops,Niterói,BR,-22.866181,-43.00717,Soccer Field
place_875,Campo do Grande,Inoã,BR,-22.926752,-42.974281,Soccer Field
place_876,Academia Arsenal Fitness,Unknown,BR,-22.863297,-43.008608,Gym and Studio
place_877,Academia Gladiador,São Gonçalo,BR,-22.861852,-43.008072,Gym and Studio
place_878,Academia Body Strong,Unknown,BR,-22.862398,-43.010531,Gym and Studio
place_879,L.A Esport's,Unknown,BR,-22.863508,-43.020092,Soccer Field
place_88,Smart Fit,Rio de Janeiro,BR,-22.971713,-43.387317,Gym and Studio
place_880,Academia Espaço Zen,Itaguaí,BR,-22.860174,-43.776354,Gym and Studio
place_881,Campo do Teixeira,Itaguaí,BR,-22.839246,-43.802168,Soccer Field
place_882,Quadra do Texas,Itaguaí,BR,-22.838716,-43.79507,Soccer Field
place_883,Sitio Paraíso Verde,Itaguaí,BR,-22.843828,-43.811623,Swimming Pool
place_884,Campo Society Laia,Itaguaí,BR,-22.859422,-43.778342,Soccer Field
place_885,Montanha do Oeste,Itaguaí,BR,-22.870131,-43.777039,"Climbing Gym, Tourist Information and Service, Travel Agency"
place_886,New Fitness,Itaguaí,BR,-22.87233,-43.77653,Gym and Studio
place_887,Fitness Center,Seropédica,BR,-22.840948,-43.719012,Sports and Recreation
place_888,Campinho do Pira,Seropédica,BR,-22.837341,-43.71654,Soccer Field
place_889,Academia American Life Fitness,Seropédica,BR,-22.837569,-43.713975,Gym and Studio
place_89,Life Bike Sport,Rio de Janeiro,BR,-22.965336,-43.386786,Bicycle Store
place_890,Casa Santo Antônio,Nova Iguaçu,BR,-22.855425,-43.609075,Fireworks Store
place_891,Campo do Gremio,Nova Iguaçu,BR,-22.831648,-43.608555,Soccer Field
place_892,Academia Studio 1 Fitness,Nova Iguaçu,BR,-22.8548,-43.604043,Gym and Studio
place_893,Academia Imagem,Nova Iguaçu,BR,-22.853527,-43.60188,Gym and Studio
place_894,Casa Santo Antônio Fogos e Armas,Rio de Janeiro,BR,-22.818283,-43.59644,Sporting Goods Retail
place_895,Clube Robgool,Nova Iguaçu,BR,-22.813397,-43.612058,Swimming Pool
place_896,Academia Leão Branco,Nova Iguaçu,BR,-22.80965,-43.612343,Gym and Studio
place_897,Cutback Sports,Rio de Janeiro,BR,-22.861319,-43.554162,Basketball Court
place_898,Sitio Agape,Rio de Janeiro,BR,-22.84454,-43.568175,Indoor Play Area
place_899,Pesque-Pague,Rio de Janeiro,BR,-22.860486,-43.525671,Landmarks and Outdoors
place_9,Vila Olimpica da Pedra,Unknown,BR,-22.994691,-43.625284,Sports and Recreation
place_90,Adidas,Rio de Janeiro,BR,-22.997057,-43.359513,Business and Professional Services
place_900,Cantinho da Porrada,Rio de Janeiro,BR,-22.845346,-43.52317,Martial Arts Dojo
place_901,Academia Ação do Corpo,Rio de Janeiro,BR,-22.880194,-43.544589,Gym and Studio
place_902,Dojo Power,Rio de Janeiro,BR,-22.88797,-43.553495,Martial Arts Dojo
place_903,Academia Discipulos,Unknown,BR,-22.86799,-43.512434,Gym and Studio
place_904,Academia Athletica Fitness,Rio de Janeiro,BR,-22.869995,-43.509661,Gymnastics Center
place_905,Academia R&J Fitness,Rio de Janeiro,BR,-22.869468,-43.509209,Gym and Studio
place_906,Complexo do Grão Pará,Nova Iguaçu,BR,-22.825327,-43.588962,Gun Range
place_907,Bomb Squad Paintball,Unknown,BR,-22.863002,-43.503345,Paintball Field
place_908,Bad Dog Gym,Rio de Janeiro,BR,-22.84881,-43.465561,Gym and Studio
place_909,Vila Olímpica Jornalista Ary de Carvalho,Rio de Janeiro,BR,-22.851003,-43.49095,Sports and Recreation
place_91,Quadra de Tênis Cidade Jardim,Rio de Janeiro,BR,-22.966067,-43.385424,Tennis Court
place_910,Academia L&D Fisíco e Forma,Unknown,BR,-22.854038,-43.489957,Gym and Studio
place_911,Academia NutrisPort,Rio de Janeiro,BR,-22.85057,-43.486863,"Gym and Studio, Arts and Entertainment"
place_912,Espaço Peixe,Unknown,BR,-22.852782,-43.484659,Swimming Pool
place_913,Academia Shopping do Corpo,Unknown,BR,-22.872106,-43.48331,Gym and Studio
place_914,Campo do Panelão,Rio de Janeiro,BR,-22.845604,-43.465797,Soccer Field
place_915,Academia i9 Fitness,Rio de Janeiro,BR,-22.845597,-43.464856,Gym and Studio
place_916,BG Fit Academia,Rio de Janeiro,BR,-22.853093,-43.457951,Gym and Studio
place_917,WQSurf,Rio de Janeiro,BR,-22.878239,-43.467843,Sporting Goods Retail
place_918,Orelha Bike,Rio de Janeiro,BR,-22.886122,-43.478947,Bicycle Store
place_919,Academia Top Fitness,Unknown,BR,-22.886382,-43.478703,Gymnastics Center
place_92,Centro Cultural e Esportivo Israelita Adolpho Bloch,Rio de Janeiro,BR,-23.010621,-43.430475,Sports and Recreation
place_920,Espaço Rubro Negro,Rio de Janeiro,BR,-22.879238,-43.467178,Sporting Goods Retail
place_921,Academia Body Gym,Rio de Janeiro,BR,-22.890154,-43.482181,Gym and Studio
place_922,Crossfit Konoha,Rio de Janeiro,BR,-22.880543,-43.465704,Sports and Recreation
place_923,Academia R3,Olinda,BR,-22.820488,-43.425994,Gymnastics Center
place_924,Radical Park (Parque Radical),Rio de Janeiro,BR,-22.848444,-43.402024,Rafting Outfitter
place_925,P.R.A Fitness,Rio de Janeiro,BR,-22.83355,-43.405866,Gym and Studio
place_926,Academia Body Fitness,Rio de Janeiro,BR,-22.873984,-43.457267,Gym and Studio
place_927,CEZO - Campo do Marcelino,Unknown,BR,-22.880055,-43.453965,Soccer Field
place_928,Woman Estética,Rio de Janeiro,BR,-22.877441,-43.443553,Healthcare Clinic
place_929,Studio Fernanda Gonçalves Dance Fitness,Rio de Janeiro,BR,-22.878733,-43.442581,Dance Studio
place_93,Piscina Reserva Jardim,Rio de Janeiro,BR,-22.96711,-43.384195,Gym and Studio
place_930,Piscina UCB,Rio de Janeiro,BR,-22.883628,-43.44063,Gym and Studio
place_931,Academia W Fitness,Unknown,BR,-22.857136,-43.49505,Gymnastics Center
place_932,Centro Nacional de Hoquei Sobre Grama,Unknown,BR,-22.861308,-43.40315,Hockey Field
place_933,Stilo's bar,Olinda,BR,-22.820479,-43.420162,Sports Bar
place_934,Projeto Quintal do Samba,Unknown,BR,-22.830693,-43.411065,Sports Bar
place_935,Futbar,Nilópolis,BR,-22.812874,-43.426311,Sports Bar
place_936,Depósito do Quarentão,Rio de Janeiro,BR,-22.831327,-43.406063,Sports Bar
place_937,Acqua Fit,Rio de Janeiro,BR,-22.830212,-43.403841,Education
place_938,Olympic BMX Centre (Centro Olímpico de BMX),Rio de Janeiro,BR,-22.846823,-43.400981,Race Track
place_939,Smart Fit,Rio de Janeiro,BR,-22.841773,-43.370255,Gym and Studio
place_94,Academia London Green,Rio de Janeiro,BR,-23.002799,-43.428466,Gym and Studio
place_940,Academia Físico Carioca,Rio de Janeiro,BR,-22.858309,-43.370277,Gym and Studio
place_941,Academia Life Fit,Nilópolis,BR,-22.808837,-43.414362,Gym and Studio
place_942,Academia Cia Saúde,Rio de Janeiro,BR,-22.835246,-43.411426,Gym and Studio
place_943,Life Academia,Rio de Janeiro,BR,-22.83537,-43.377877,Gym and Studio
place_944,Academia R3,Nilópolis,BR,-22.811729,-43.415309,Gym and Studio
place_945,Academia Natalia Fitness,Rio de Janeiro,BR,-22.825926,-43.407877,Gym and Studio
place_946,Smart Fit Nilópolis,Nilópolis,BR,-22.809017,-43.417251,Gym and Studio
place_947,Academia Pureza,Rio de Janeiro,BR,-22.827519,-43.40133,Gym and Studio
place_948,Centauro - Shopping Jardim Guadalupe,Rio de Janeiro,BR,-22.841475,-43.369495,Sporting Goods Retail
place_949,Parque da Vizinhança Dias Gomes,Rio de Janeiro,BR,-22.853432,-43.38402,"Amusement Park, Swimming Pool, Tourist Information and Service"
place_95,Academia DM Fitness,Rio de Janeiro,BR,-22.960028,-43.390233,Gym and Studio
place_950,Espaço Tô na Área,Rio de Janeiro,BR,-22.858816,-43.365272,Soccer Field
place_951,Academia Thalya Fitness,Rio de Janeiro,BR,-22.836491,-43.366114,Martial Arts Dojo
place_952,Sesi Honorio Gurgel,Rio de Janeiro,BR,-22.84185,-43.363421,Gym and Studio
place_953,Equipe Senshu - Judô & Jiu-jitsu,Rio de Janeiro,BR,-22.834463,-43.364873,Martial Arts Dojo
place_954,Bina's Academia,Rio de Janeiro,BR,-22.857828,-43.361736,Gym and Studio
place_955,El Said Estúdio de Dança,Unknown,BR,-22.883617,-43.418804,Dance Studio
place_956,Campo do Barrinho,Rio de Janeiro,BR,-22.858768,-43.359626,Soccer Field
place_957,Campo da Mangueira - Lagartixa,Unknown,BR,-22.824869,-43.367088,Soccer Field
place_958,Academia Equilibrio do Corpo,Rio de Janeiro,BR,-22.884267,-43.421893,Education
place_959,Físico Art,Rio de Janeiro,BR,-22.88358,-43.425201,Gym and Studio
place_96,Academia Reserva Jardim,Rio de Janeiro,BR,-22.96693,-43.383814,Gym and Studio
place_960,Technofit Academia,Rio de Janeiro,BR,-22.839319,-43.324162,Gym and Studio
place_961,Academia Zanco,Rio de Janeiro,BR,-22.830278,-43.308015,Trade School
place_962,Smart Fit,Rio de Janeiro,BR,-22.849577,-43.31174,Gym and Studio
place_963,Centro de Artes Marciais Golden Cage,Rio de Janeiro,BR,-22.845435,-43.312644,"Education, Martial Arts Dojo"
place_964,New Corpore,Rio de Janeiro,BR,-22.841758,-43.317824,Gym and Studio
place_965,Jock Free Academia,Rio de Janeiro,BR,-22.836562,-43.317824,Gym and Studio
place_966,Centro de Dança Alex de Carvalho,Rio de Janeiro,BR,-22.844998,-43.312383,Dance Studio
place_967,Academia Villas Boas Body Shape,Rio de Janeiro,BR,-22.84585,-43.311274,Gym and Studio
place_968,Academia Atitude do Corpo,Rio de Janeiro,BR,-22.835987,-43.309093,Gym and Studio
place_969,Academia Fórmula,Unknown,BR,-22.840164,-43.309319,Gymnastics Center
place_97,Piscina Reserva do Parque,Rio de Janeiro,BR,-22.964951,-43.384519,Swimming Pool
place_970,Jock Free,Rio de Janeiro,BR,-22.836595,-43.317762,Gym and Studio
place_971,ACADEMIA NEW CORPORE - Vista Alegre,Rio de Janeiro,BR,-22.827905,-43.321881,Gym and Studio
place_972,Body Free Academia,Unknown,BR,-22.857069,-43.308533,Gym and Studio
place_973,Academia Body Fit Villas boas,Rio de Janeiro,BR,-22.834206,-43.318269,Gym and Studio
place_974,Pro Sports,Rio de Janeiro,BR,-22.836274,-43.325532,Gym and Studio
place_975,Academia X-Treme Fitness,Rio de Janeiro,BR,-22.851167,-43.31021,Gym and Studio
place_976,Academia Physical,Rio de Janeiro,BR,-22.823554,-43.319707,Gym and Studio
place_977,Irajá Atlético Clube,Rio de Janeiro,BR,-22.850029,-43.325361,"Social Club, Gym and Studio, Sports Club, Tourist Information and Service"
place_978,Campo de Vista Alegre,Unknown,BR,-22.830817,-43.316934,Soccer Field
place_979,Academia JLS,Rio de Janeiro,BR,-22.811367,-43.362122,Gym and Studio
place_98,The Place Health Club,Rio de Janeiro,BR,-23.007446,-43.428516,Gym and Studio
place_980,Academia Performance Vip,Rio de Janeiro,BR,-22.815214,-43.359141,Gym and Studio
place_981,Coliseu Fight,Rio de Janeiro,BR,-22.829892,-43.326068,Martial Arts Dojo
place_982,Academia Top 3,Rio de Janeiro,BR,-22.88352,-43.319831,Gym and Studio
place_983,Academia Vilas Boas,Rio de Janeiro,BR,-22.837209,-43.316021,Gym and Studio
place_984,Academia Corpo Suado,Rio de Janeiro,BR,-22.845197,-43.301851,Gym and Studio
place_985,Centauro,Rio de Janeiro,BR,-22.822752,-43.320127,Sporting Goods Retail
place_986,Academia Caroleo,Rio de Janeiro,BR,-22.880313,-43.322702,"Education, Gym and Studio"
place_987,LCR Sport,Rio de Janeiro,BR,-22.883276,-43.319449,"Restaurant, Soccer Field"
place_988,Academia Jj Fitness,Unknown,BR,-22.825894,-43.351559,Gym and Studio
place_989,Academia Quality Fitness,Rio de Janeiro,BR,-22.84058,-43.305315,Gym and Studio
place_99,Academia Nova Forma,Rio de Janeiro,BR,-22.972344,-43.413489,Gym and Studio
place_990,Planeta da Bola,Rio de Janeiro,BR,-22.831615,-43.307796,Soccer Field
place_991,Academia - Furnas S.A,Rio de Janeiro,BR,-22.817198,-43.320432,Gym and Studio
place_992,Academia Carlinhos J,Rio de Janeiro,BR,-22.814472,-43.323001,Gym and Studio
place_993,Academia Mundo Fitness,Rio de Janeiro,BR,-22.813272,-43.375776,Sports and Recreation
place_994,Campo do César LCR Sport,Rio de Janeiro,BR,-22.883499,-43.319392,Soccer Field
place_995,Martins Ginástica Laboral,Unknown,BR,-22.818402,-43.316635,Gym and Studio
place_996,So Vem! Bar,Rio de Janeiro,BR,-22.854428,-43.32302,"Beer Bar, Sports Bar"
place_997,Jambeiro Snooker Bar,Unknown,BR,-22.880157,-43.370553,"Pool Hall, Bar"
place_998,Casa do Homer - Springfield,Rio de Janeiro,BR,-22.833714,-43.380722,Sports Bar
place_999,Soccer show guadalupe,Rio de Janeiro,BR,-22.836674,-43.383929,"Bar, Soccer Field"
